posted_at,tweet_id,in_reply_to_tweet_id,in_reply_to_user_id,user_id,user_name,user_screen_name,user_verified,tweet_text,retweets_no,likes,application_used,user_location,coordinates,user_timezone,follower_count,following_count,user_likes_no,lang,user_created
2017-09-26 12:21:30,912653351850004480,,,4865796322,@Plant4476,Richard01702798,0,RT @AmericanHotLips: Folks this #TakeAKnee bullsh\*t is all about saying F you to @POTUS therefore saying F you to all of us who love Americ…,937,0,http://twitter.com/#!/download/ipad,Indiana/Virginia,,,4923,5122,23935,en,2016-01-31 02:14:07
2017-09-26 12:21:29,912653349001953281,,,827191189,Mary J. Brown,IamMaryJBrown,0,RT @RepKarenBass: \.@POTUS I know antagonizing black athletes is simply irresistible but there are MILLIONS in the Virgin Islands &amp; Puerto R…,664,0,http://twitter.com/download/iphone,California,,Pacific Time (US & Canada),985,1954,2052,en,2012-09-16 14:26:20
2017-09-26 12:21:28,912653344216420352,,,899119220,Abie Hive,BeGolombe,0,"RT @SRuhle: While @potus critiques Puerto Rico's inability to repay their debts\, I wonder where his own biz would be if denied bankruptcy p…",318,0,http://twitter.com/download/iphone,,,Eastern Time (US & Canada),90,371,13102,en,2012-10-23 03:51:00
2017-09-26 12:21:28,912653343931064320,912451004985044992,826144210462076929,730928530700173312,AgainstTrumpGA,AgainstTrumpGA,0,@RHart_York @YesforHillary @r_little_finger @jimmykimmel @SenatorCollins @POTUS @NFL And against Trump,0,0,http://twitter.com/download/iphone,,,Pacific Time (US & Canada),27,174,133,en,2016-05-13 01:11:56
2017-09-26 12:21:26,912653338973474818,910925477828808704,815999949401968640,84208570,metonymy,wordswurdsweird,0,@kathyh1014 @resistance0376 @Debat69 @FLOTUS @POTUS please don't limit yourself to the lies trump tells :),0,0,http://twitter.com,,,Indiana (East),846,1074,26941,en,2009-10-22 01:23:36
2017-09-26 12:21:24,912653330442260480,,,4851614681,Silas Brown ⚓🇺🇸,blazebandit2015,0,RT @GaetaSusan: This IS the FALSE Narrative the Left is putting out\. They will never ever see the TRUTH\. Their HATE for @POTUS is dividing…,527,0,http://twitter.com/download/android,"Maine, USA",,America/New_York,13014,7840,29938,en,2016-01-27 00:07:53
2017-09-26 12:21:24,912653327388872704,,,2884093548,She who lives,ItsEshy,0,RT @TheeArtisse: U bum @POTUS,1,0,http://tweetlogix.com,NJ|PHL|NYC,,Eastern Time (US & Canada),120,173,29,en,2014-10-31 00:55:27
2017-09-26 12:21:24,912653327325831168,,,819162490470735872,Renda Beltzer,RendaBeltzer,0,RT @USA4TRUMP: @POTUS @FLOTUS @VP @WhiteHouse @RealDonaldTrump @seanhannity @SebGorka @TeamTrump #AmericaFirst #WeThePeople #POTUS45 #MAGA…,3,0,http://twitter.com/#!/download/ipad,"Oregon, USA",,,392,228,53265,und,2017-01-11 12:42:11
2017-09-26 12:21:23,912653325778210819,912342776246886401,215207998,27727171,Rose Morison,paka0401,0,@kurteichenwald @POTUS Where is the outrage? Where is Congress?,0,0,http://twitter.com,New York,,Quito,43,69,8210,en,2009-03-30 20:58:04
2017-09-26 12:21:23,912653325698560000,,,2853386956,Matt Maximum,MattMaximum312,0,So glad we have a @POTUS that loves the #USA\. Unlike the last family\. #TuesdayThoughts #WhatILearnedToday https://t\.co/tAEq300TKt,0,0,http://twitter.com,"Chicago, IL",,,85,230,5452,en,2014-10-31 14:55:15
2017-09-26 12:21:23,912653324163403776,,,715577003479547904,LIB-BUSTER,jhnjghy,0,"RT @Trumptbird: Hold on Jerry Jones\\n\\nYou &amp; your Cowboys just slapped the face of our @POTUS\\n\\nNow the people get to slap you back\, right in…",171,0,http://twitter.com/download/iphone,"Deer Park, NY",,,1810,2401,89,en,2016-03-31 16:30:27
2017-09-26 12:21:23,912653323957886977,912652916917403650,815744586878513152,432224640,John Grumbles,JohnnyGrumz,0,@TexasIsFreedom @DineshDSouza @dallascowboys @POTUS I can't help your kind\. If you're too blind to see the real pro… https://t\.co/g7aBX7spEd,0,0,http://twitter.com/download/iphone,North Texas,,,144,169,775,en,2011-12-09 05:18:25
2017-09-26 12:21:23,912653323337175040,,,874049783140429828,Vote 4 Trump in 2020,VoteDJTrump2020,0,RT @TXShades123: 🚨🚨New hashtag alert‼️ 🚨 🚨 \\n\\n👉👉#StandForOurAnthem 👈👈\\n\\n@potus wants this to trend for the NFL game tonight 🇺🇸🇺🇸🇺🇸 https://t\.…,92,0,http://twitter.com/download/android,Somewhere in Trump country.,,,2820,2877,8881,en,2017-06-11 23:44:42
2017-09-26 12:21:23,912653322624135168,912648322447527936,8161232,26765362,NerdyGirl 🤓,nerdygirl007,0,@richardbranson Can we get you to stop by Puerto Rico too? Our own @POTUS hasn’t seemed to notice that they need help\.,0,0,http://twitter.com/download/iphone,,,Pacific Time (US & Canada),106,514,3995,en,2009-03-26 14:51:50
2017-09-26 12:21:22,912653321978052608,912653011779850240,13920982,13920982,KC Bankruptcy,kcbankruptcy,0,@realDonaldTrump @CNN @CarmenYulinCruz @ricardorossello Specifics about how much support would be extremely helpful @POTUS,0,0,http://twitter.com/download/android,"Kansas City, Missouri",,Mountain Time (US & Canada),1575,2111,1584,en,2008-02-25 00:40:18
2017-09-26 12:21:22,912653321424506882,912541716632231936,1016791388,321004517,G.B,SnoopyFck,0,@mr_frodo_dcdc @Lin_Manuel @realDonaldTrump @POTUS Aah es la primera vez que lo escucho 🙄,0,0,http://twitter.com/download/iphone,LaLaLand,,Pacific Time (US & Canada),154,317,3920,es,2011-06-20 21:38:37
2017-09-26 12:21:21,912653315699351553,,,25393894,Milenaac,milenaac,0,"RT @altNOAA: FEMA has so far disbursed \$2\.1M for #PuertoRico relief\. If that sounds like a lot\, consider @POTUS trips to Florida cost \$3M e…",3681,0,http://twitter.com/download/iphone,"Texas, USA",,Central Time (US & Canada),1750,5000,47461,en,2009-03-19 21:52:53
2017-09-26 12:21:20,912653311211212800,912565386838765569,63335631,1469988415,ToTheRight,citygirluvspa2,0,@Joy_Villa @EntheosShines @RogerJStoneJr @POTUS OOT \- Love the dress 😍 Joy\.,0,0,http://twitter.com/download/android,Under big blue sky,,Eastern Time (US & Canada),172,167,1215,en,2013-05-30 15:12:14
2017-09-26 12:21:20,912653310246768645,912487929783754755,25073877,621670391,chef,towtm50_jpak,0,@realDonaldTrump @POTUS You need to be FIRED!!! for gross negligence and incompetency,0,0,http://twitter.com/download/android,,,,29,67,89,en,2012-06-29 07:37:55
2017-09-26 12:21:19,912653309013626880,,,885245073813798912,Tennessean,Tenn_Guy,0,RT @phil4gop: Bannon~'If they want to take a knee they should take a knee every night and thank God in heaven DJT is @POTUS'‼️🇺🇸\\n https://t…,255,0,http://twitter.com,"Tennessee, USA",,Central Time (US & Canada),1072,1489,1315,en,2017-07-12 21:10:47
2017-09-26 12:21:19,912653308275412992,912565386838765569,63335631,808510529086124033,Drumpf,DDrumpf16,0,"@Joy_Villa @RogerJStoneJr @POTUS Joy\, I had no idea you were part of the investigation\, privy to so much confidenti… https://t\.co/fKDcFQE4Bi",0,0,http://twitter.com,,,Eastern Time (US & Canada),72,209,3127,en,2016-12-13 03:15:06
2017-09-26 12:21:19,912653306836738051,912651146120040451,1352700768,1352700768,ERRT,OFFICIAL_ERRT,0,"@Mayor_Jacobs @MayorJoseAlvar2 @FLGovScott @realDonaldTrump @POTUS If we are not doing everything to pursue Peace\,… https://t\.co/Dw8BqDtDpS",0,0,http://twitter.com,ERRT REGION IV,,,122,237,381,en,2013-04-14 20:17:00
2017-09-26 12:21:19,912653306383740929,912371201456197637,18266688,257976104,Gozar the Gozarian,TheChuck1nator,0,"@TomFitton @beansforme2 I've been wondering about that since January\, Mr\. @POTUS @realDonaldTrump",0,0,http://twitter.com/#!/download/ipad,NJ,,,928,1389,2210,en,2011-02-26 17:54:31
2017-09-26 12:21:17,912653299354095616,912653100900651008,815954611936825345,815954611936825345,Davis1966,bayoulafayette,0,@POTUS @chuckschumer @NancyPelosi You are sadly mistaken\. They have a much bigger platform as you do\. The first thi… https://t\.co/g099wrRzxw,0,0,http://twitter.com/#!/download/ipad,"Austin, TX",,,6,121,83,en,2017-01-02 16:15:14
2017-09-26 12:21:16,912653294937542656,,,347301155,Allison Churchill,Aloe9678,0,"Good morning\, worst @potus ever! We all know you only like white people\, but Puerto Ricans are patriotic Americans\.… https://t\.co/0VQqR0cCf2",0,0,http://twitter.com/download/iphone,"New York, NY",,Eastern Time (US & Canada),344,361,17780,en,2011-08-02 15:49:29
2017-09-26 12:21:16,912653294291554304,,,4822039626,MAGA - Joanne 👠,JoanneTarpon07,0,RT @USA4TRUMP: @POTUS @FLOTUS @VP @WhiteHouse @RealDonaldTrump @seanhannity @SebGorka @TeamTrump #AmericaFirst #WeThePeople #POTUS45 #MAGA…,3,0,http://twitter.com,United States,,,1348,370,33341,und,2016-01-27 18:30:46
2017-09-26 12:21:16,912653293826002944,912652182935232512,3423521273,327017753,Drain the Swamp,mis5ms,0,@LynnWoodcock2 @Conservative25 @tlmason0220 @Juliett25112759 @ebSnider @DawnVLion @Deborah89029768 @rromona… https://t\.co/Vbcdx3c5Am,0,1,http://twitter.com/download/android,,,America/New_York,3588,3531,28919,en,2011-06-30 21:26:48
2017-09-26 12:21:15,912653292580294656,,822215679726100480,1538979210,Microsingularity,Microsingular,0,@potus @realDonaldTrump @gop I want the Obamacare punishment fine GONE by April 15\. Put it in the tax bil! @RandPaul @freedomcaucus,0,0,http://twitter.com/download/iphone,www.youtube.com/paulajedi1,,Eastern Time (US & Canada),18114,18488,6337,en,2013-06-22 16:02:19
2017-09-26 12:21:15,912653292324491264,,,209225066,Jeff Woolsey,WSV_GUY,0,"RT @SRuhle: While @potus critiques Puerto Rico's inability to repay their debts\, I wonder where his own biz would be if denied bankruptcy p…",318,0,http://twitter.com/download/iphone,"Washington, USA",,Pacific Time (US & Canada),2308,233,8353,en,2010-10-28 19:24:03
2017-09-26 12:21:14,912653286091739137,912280912167161856,1112856998,1555494782,Mike Orlando,Orljm333,0,@HelmMatthews @MercyGrace777 @ejnessit @Joy_Villa @TomiLahren @POTUS Good advice for u!,0,0,http://twitter.com/download/iphone,"Shelby, MI USA",,,879,1262,4896,en,2013-06-29 11:44:19
2017-09-26 12:21:14,912653285911392256,,11134252,37850392,Carol G.,CarolG23,0,@GOP @HouseGOP @SenateGOP @HouseDemocrats @SenateDems @POTUS is unfit to lead our country &amp; the fact you all are si… https://t\.co/5NFeAuJe8z,0,0,http://twitter.com/download/iphone,"Chicago, IL & RGV Texas",,Central Time (US & Canada),36,328,449,en,2009-05-05 03:49:47
2017-09-26 12:21:14,912653285223526400,,,186223123,Bruce Williams,bdw_indiana,0,RT @PatriotMarie: @Military1Source @Patriot_Mom_17 @USArmy @InvictusToronto \.@POTUS \.@realDonaldTrump please sir invite this team to the Wh…,2,0,http://twitter.com,"Indianapolis, IN",,Atlantic Time (Canada),24,60,430,en,2010-09-02 22:05:01
2017-09-26 12:21:13,912653284581789698,912544975992315904,478295779,2577234667,George Repasky,papa9069,0,@MsDuhMeanor @GmanFan44 @POTUS @RealRoseTaylor @BlueSea1964 @debra_derienzo @jed1johnson @MyBrianLeyh… https://t\.co/skY8ElzYMW,0,0,http://twitter.com/download/iphone,,,Central Time (US & Canada),4495,4239,12692,en,2014-06-19 17:32:30
2017-09-26 12:21:13,912653283503648768,,,1593860288,Loni S,LoniSymmons,0,RT @USA4TRUMP: @POTUS @FLOTUS @VP @WhiteHouse @RealDonaldTrump @seanhannity @SebGorka @TeamTrump #AmericaFirst #WeThePeople #POTUS45 #MAGA…,3,0,http://twitter.com/download/android,,,,47,142,2305,und,2013-07-14 17:17:47
2017-09-26 12:21:13,912653281461198849,,822215679726100480,786385425669566464,Natasha J Combs,Natasha_Janet_,0,"@POTUS explain to me how kneeling during the anthem is disrespectful to our military\, but insulting war heros like @SenJohnMcCain is not\.",0,0,http://twitter.com/download/iphone,"Marion, IA",,,14,205,7,en,2016-10-13 01:57:50
2017-09-26 12:21:11,912653274779734017,,,412998763,klarajk,klarajk,0,"RT @SRuhle: While @potus critiques Puerto Rico's inability to repay their debts\, I wonder where his own biz would be if denied bankruptcy p…",318,0,http://twitter.com,..in a New York state of mind,,Eastern Time (US & Canada),1474,1526,11514,en,2011-11-15 11:14:17
2017-09-26 12:21:10,912653269197115392,,,3641284635,Isaac Ezeakonobim,Isaacbiafra,0,RT @NkirukaNistoran: H'Right activist in #Australia call on @realDonaldTrump @POTUS to stop the killing of Christian #Biafra by @MBuhari\\n\\nh…,3,0,https://mobile.twitter.com,ABUJA,,,190,275,17,en,2015-09-13 10:54:26
2017-09-26 12:21:09,912653267213148160,912419138433204224,4828084955,4867517495,Eileen 🇮🇱🇬🇧🇫🇷,EileenMMcK,0,"@MariaBonanno9 @NFL @realDonaldTrump @POTUS I got rid of mine ages ago\.  Couldn't stand the news\, the commercials e… https://t\.co/XlqF9ZCIfH",0,0,http://twitter.com/download/iphone,Life is Good in NC 🇺🇸🇺🇸,,,831,848,3378,en,2016-01-31 22:40:09
2017-09-26 12:21:09,912653264348381184,912483541379719168,18698555,2978503906,just saying,SANDEECARBRAWL,0,@wesley_jordan Prick @POTUS  \\nHad a hand in that debt \\nHe left tgem flipping the bill of 33million\$ for his bankrup… https://t\.co/MPxjneGpzY,0,0,http://twitter.com/download/android,"Rhode Island, USA",,,781,1792,6149,en,2015-01-14 18:18:38
2017-09-26 12:21:09,912653263928950784,,,1421057018,Barbara Simmons,Barbi4life,0,"RT @munsonsmith: \.@realDonaldTrump @POTUS \.\.\.\. here\, I fixed it for you\. #PuertoRico #PuertoRicoRelief #HurricaneRelief https://t\.co/rxkJMt…",4,0,http://twitter.com/download/android,,,,68,154,1478,en,2013-05-11 16:27:33
2017-09-26 12:21:07,912653256941285376,912456165602336770,11134252,863797540071911424,Tamara Gonzalez,tamaraj59082888,0,"@GOP @POTUS Irony; Rich Liberal Professional ""BLACK"" ""WOMAN"" mouthing NFL kneelers stand against racial inequality\.  #LOL at #hypocrite",0,0,http://twitter.com,,,Central Time (US & Canada),181,134,10913,en,2017-05-14 16:45:56
2017-09-26 12:21:07,912653256937148416,,,250713748,Ramon Rosell,rrosellm,0,RT @ramontremosa: Good morning @POTUS\. \\nYou can use the same argument in your next meeting with @marianorajoy \\n\\n#Votarem #1Oct #CatalanRefe…,349,0,http://twitter.com/download/iphone,Catalunya,,Madrid,67,128,5974,en,2011-02-11 17:09:03
2017-09-26 12:21:07,912653256286973953,,,708275182381694976,Donna Fasa,pro_aktv,0,"RT @ActualFlatticus: @emedpd @POTUS @realDonaldTrump The comfort can't dock at Puerto Rico\, which is why 3 smaller ships were sent to repla…",2,0,http://twitter.com/download/iphone,,,,1471,2223,51484,en,2016-03-11 12:55:37
2017-09-26 12:21:06,912653255276195841,,,30449217,Gary Burnham,gsbboston,0,"RT @SRuhle: While @potus critiques Puerto Rico's inability to repay their debts\, I wonder where his own biz would be if denied bankruptcy p…",319,0,http://twitter.com,Boston,,Quito,229,843,3281,en,2009-04-11 13:46:06
2017-09-26 12:21:06,912653255242641408,,,885972671497949185,Sharon Mc,SharonM44754993,0,RT @PatriotMarie: \.@POTUS \.@realDonaldTrump @Scavino45 https://t\.co/yhQuW9LUQi,4,0,http://twitter.com/download/iphone,,,,2378,2575,22771,und,2017-07-14 21:22:00
2017-09-26 12:21:05,912653250658291713,912335424491786240,1049681827,2195714795,kpdblu,Kpdblu101,0,@_CFJ_ @POTUS @CBS @ABC @nbc @CNN @MSNBC @POTUS44 @mike_pence @Delo_Taylor @marclamonthill @JoyAnnReid @donlemon… https://t\.co/A4DQee1O5D,0,0,http://twitter.com/#!/download/ipad,,,Eastern Time (US & Canada),932,198,32311,en,2013-11-25 16:28:27
2017-09-26 12:21:05,912653250045857792,,,821441076967993346,Lesley,2020MagaTrump,0,RT @Lrihendry: @POTUS is so right! \\nRT if you agree!  #NFL #BoycottAnythingNFL @realDonaldTrump https://t\.co/mQQamuDE6O,190,0,http://twitter.com/download/iphone,,,,30,257,144,en,2017-01-17 19:36:29
2017-09-26 12:21:05,912653249718767616,,,4085252722,Deplorable Yankee🔹,CantPhazeSwaze,0,RT @DonnaWR8: TAKE NOTE @NFL⬇️\\n\\nRespect Our FLAG\\nRespect Our VETS\\nRespect Our COUNTRY\\n\\nOR WE WONT RESPECT YOU! \\n\\n#NFL #MAGA @POTUS https://…,1558,0,https://mobile.twitter.com,United States of America ,,Pacific Time (US & Canada),155,130,2497,en,2015-10-31 21:10:34
2017-09-26 12:21:05,912653248556945408,912431719785037824,823367015830323201,875477310887133184,Matt Schmidt,CollinsNicole07,0,@Scavino45 @IvankaTrump @realDonaldTrump @POTUS @WhiteHouse @PressSec @SecretaryAcosta @usedgov @RajShah45… https://t\.co/VjiiHIfpTW,0,0,http://twitter.com,,,Pacific Time (US & Canada),32,29,2973,und,2017-06-15 22:17:11
2017-09-26 12:21:05,912653247990652928,,,2533267779,khdog+trump 2020=😆,truckerbeast,0,"RT @Chris11962: Get the National Guard ready\, \.@POTUS\. Mommy's little anarchists plan to overthrow the government\. 😂 #MAGA🇺🇸 https://t\.co/4…",82,0,http://twitter.com/download/android,the pines,,,367,397,9284,en,2014-05-06 17:35:05
2017-09-26 12:21:04,912653243246940160,912521981509107713,16228398,589497322,Eddie M.,Eddie_1776,0,"@mcuban @realDonaldTrump North Korea has been a problem for 25 years Clinton\, Bush\, and Obama have kicked this can… https://t\.co/FLewvR88Lg",0,0,http://twitter.com/download/iphone,,,Hawaii,107,381,276,en,2012-05-24 23:04:47
2017-09-26 12:21:03,912653242483568640,,822215679726100480,63995003,Byron J Brazier II,LordBert,0,@POTUS are you aware of how big of a #hypocriteinchief you are? https://t\.co/yXuwNnsl3Z,0,0,http://twitter.com/download/android,49505,,Eastern Time (US & Canada),64,207,111,en,2009-08-08 16:31:24
2017-09-26 12:21:03,912653239279132672,912509142102929408,105242961,4471009937,💙🔮HrhOrchid🔮💙,hrh_orchid,0,@DanRBarlow @HazooClove @dprite1 @wokeluisa Your response is liar\. What a shame\.\.\.\\nYour guilty conscience spoke vol… https://t\.co/hnIS1Z0msT,0,0,http://twitter.com/#!/download/ipad,,,,2096,4044,70026,en,2015-12-13 14:21:45
2017-09-26 12:21:03,912653238675099649,912650617759334400,150820046,150820046,K,knightir,0,"@KremlinRussia_E @POTUS @POTUS44 @GovernmentRF \-\.\.\.putting in a jew\-banker from Usa into a Muslim market\, hey hello??! \\nForget it\.\.\.",0,0,http://twitter.com/download/android,,,Monrovia,106,176,1717,en,2010-06-01 22:38:57
2017-09-26 12:21:02,912653238381490176,,,381985881,Nancye J. May,nanjmay6478,0,"I am praying with you\, Phoebe\. I want the man who will work with @POTUS to win as he must have help\. https://t\.co/hcCqAubuBK",0,0,http://twitter.com,"Texas, USA",,,2589,2697,84166,en,2011-09-29 09:01:00
2017-09-26 12:21:02,912653237882425344,,,171058746,joe machesky jr.,jrjmac21,0,"RT @DemWrite: Hi @POTUS! I’m Puerto Rico\. Guess what? I’m part of America! Let’s get acquainted\, b/c right now I REALLY need your leadershp…",2046,0,http://twitter.com/download/android,,,,23,139,2157,en,2010-07-26 13:11:06
2017-09-26 12:21:01,912653232731590656,,,1321469929,Misty,lhmist,0,"RT @TheValuesVoter: @POTUS And some \- excuse me \-SOBs dared disrespect our Flag by flying THAT Flag in public\, while praising Trump\.\\n\\nI wis…",6,0,http://twitter.com,,,America/Denver,1254,415,141633,en,2013-04-02 00:52:48
2017-09-26 12:21:01,912653230504599552,,,27727171,Rose Morison,paka0401,0,"RT @kurteichenwald: Ignoring disaster in Puerto Rico\, where US citizens face death\, shuld be @POTUS's Katrina times 10\. Instead\, nothing\. T…",1239,0,http://twitter.com,New York,,Quito,43,69,8210,en,2009-03-30 20:58:04
2017-09-26 12:21:00,912653228415885317,,,476671944,Hector Claramunt,HectorClaramun1,0,RT @ramontremosa: Good morning @POTUS\. \\nYou can use the same argument in your next meeting with @marianorajoy \\n\\n#Votarem #1Oct #CatalanRefe…,349,0,http://twitter.com/download/iphone,,,,1053,204,7634,en,2012-01-28 11:09:26
2017-09-26 12:21:00,912653227744792576,,,432194598,Loralyn Hegland,LoralynHegland,0,RT @JoyArias7: @r_little_finger @TheLastWord @Lawrence @BillMoyers @POTUS @NFL  https://t\.co/FZdtdfUGjm,2,0,http://twitter.com,,,Central Time (US & Canada),181,57,7125,und,2011-12-09 04:21:18
2017-09-26 12:21:00,912653227644133377,,,718069944798281729,Gary Botwinick,GaryBotwinick,0,I am so impressed by laser\-like focus of @POTUS on #taxreform\.,0,0,http://twitter.com/download/iphone,"Denville, NJ",,,128,316,39,en,2016-04-07 13:36:30
2017-09-26 12:21:00,912653226914103296,,,628776245,SEER METATRON,JBTRUTHSEEKER,0,RT @bameado1: @KeithOlbermann @realDonaldTrump @nytpolitics @CNNPolitics @MSNBC @washingtonpost @POTUS NOT a PATRIOT\. Stop tapping into Mil…,2,0,http://twitter.com/download/android,"North Carolina, USA",,Atlantic Time (Canada),990,1113,37969,en,2012-07-06 22:30:08
2017-09-26 12:21:00,912653226729668608,,,823865132719730688,Pam Lane,PamLane44412792,0,RT @murphygirlga: @NFL Keep supporting your thugs and we will keep supporting our @POTUS #StandForOurAnthem @realDonaldTrump https://t\.co/u…,3,0,http://twitter.com/download/iphone,"Georgia, USA",,,4725,5053,39395,en,2017-01-24 12:08:49
2017-09-26 12:21:00,912653226553507840,912431719785037824,823367015830323201,104677075,Mike Cavada,QBuy_biz,0,@Scavino45 @realDonaldTrump @POTUS @WhiteHouse @PressSec @SecretaryAcosta @IvankaTrump @usedgov @RajShah45… https://t\.co/zol9QTQUlz,0,0,http://twitter.com,Pennsylavania,,Central Time (US & Canada),2510,2702,1576,en,2010-01-14 01:56:09
2017-09-26 12:20:59,912653225744109569,,,3063014653,Juan Carlos C.,DiskyFrisbee,0,RT @tarastrong: The difference in @POTUS response to #PuertoRico compared to #Texas is reprehensible https://t\.co/pmSnnMH34a,134,0,http://twitter.com/download/iphone,A place called PR,,,35,200,7861,en,2015-03-05 14:03:21
2017-09-26 12:20:58,912653218307592193,,,3265479720,Dr. Sabrina Marshall,wcwintl,0,"RT @SRuhle: While @potus critiques Puerto Rico's inability to repay their debts\, I wonder where his own biz would be if denied bankruptcy p…",319,0,http://twitter.com/download/android,South Carolina,,,309,638,27971,en,2015-07-02 00:25:34
2017-09-26 12:20:57,912653216189485056,,,4214596455,Shelly Berry,shiplyka,0,RT @hidehunt1: The real movement is the millions standing with our @POTUS with pride and conviction🇺🇸🇺🇸🇺🇸 https://t\.co/VL72cEJpXU,2477,0,http://twitter.com/download/iphone,,,,887,1035,15655,en,2015-11-18 02:35:35
2017-09-26 12:20:57,912653216084406272,,,4763869398,C. K. Burns,CourseTweeper,0,"RT @DemWrite: @POTUS @realDonaldTrump @SenateDems @SenateGOP @HouseDemocrats @HouseGOP …but they can’t access SSI\, and Puerto Rico gets a p…",106,0,http://twitter.com/download/iphone,,,,888,1437,1362,en,2016-01-15 17:49:59
2017-09-26 12:20:57,912653214872465408,,,4865796322,@Plant4476,Richard01702798,0,"RT @THETRUMPBUREAU: #TRAVELBAN #MASA\\n@replouiegohmert: ""The @POTUS is doing exactly what he should be doing\, he's protecting America\.""\\nhttp…",189,0,http://twitter.com/#!/download/ipad,Indiana/Virginia,,,4923,5122,23935,en,2016-01-31 02:14:07
2017-09-26 12:20:56,912653212846575616,912608746135834624,16094536,4636847934,Linus Boyd,LinusBoyd,0,@leprakhauns @iamwandasykes @realDonaldTrump @POTUS Trump is too busy tweeting about the NFL to help Puerto Rico ri… https://t\.co/WcjAG4NkvQ,0,0,http://twitter.com/download/iphone,United States,,,487,486,1565,en,2015-12-23 11:25:54
2017-09-26 12:20:55,912653208727592960,,,871096164938108928,Glitzybythesea,glitzybythesea,0,RT @Bandmom11: @CNN ????WHAT??? @POTUS just tweeted today that he agreed with everything!! Could he be\.\.\. LYING??? https://t\.co/bHsPOfp9oK,1,0,http://twitter.com/download/iphone,United States,,,95,36,8261,en,2017-06-03 20:08:04
2017-09-26 12:20:55,912653206798389248,,,824840744963756032,Richard Sands,sands_rsands16,0,"RT @LouDobbs: Betrayal – RINOs torpedo Health care\, @POTUS now focused on historic tax reform @RepDaveBrat on #Dobbs FBN7p #MAGA #TrumpTrain",652,0,http://twitter.com,"Rochester, MN",,,486,354,21840,en,2017-01-27 04:45:33
2017-09-26 12:20:55,912653205737213952,,,900357969732403203,MAGA🇺🇸🇺🇸🇺🇸🇺🇸,republican_page,0,RT @IvankaTrump: \.@POTUS just signed a Presidential Memorandum expanding access to computer science and STEM education for K\-12 students in…,3195,0,http://twitter.com/download/iphone,"Wisconsin, USA",,,38,61,805,en,2017-08-23 14:04:02
2017-09-26 12:20:54,912653201400320001,,,803935161696063489,Tracey,ejin_elan,0,RT @AmericanHotLips: Folks this #TakeAKnee bullsh\*t is all about saying F you to @POTUS therefore saying F you to all of us who love Americ…,937,0,http://twitter.com/download/iphone,United States,,Pacific Time (US & Canada),7101,6676,90556,en,2016-11-30 12:14:13
2017-09-26 12:20:53,912653200641097728,912487929783754755,25073877,28456583,linda keffer,kefflin,0,@realDonaldTrump @POTUS Repeal and replace doesn't mean taking away health care\. You idiot,0,0,http://twitter.com/download/iphone,"florida, and north carolina",,Quito,14,31,916,en,2009-04-03 00:17:32
2017-09-26 12:20:53,912653200460828672,,,1703641686,WD6A: Rumor Control,WD6ARC,0,RT @phil4gop: Bannon~'If they want to take a knee they should take a knee every night and thank God in heaven DJT is @POTUS'‼️🇺🇸\\n https://t…,255,0,http://twitter.com/download/android,"Sweeny, TX",,Eastern Time (US & Canada),1683,2879,18807,en,2013-08-27 04:02:10
2017-09-26 12:20:53,912653200418902016,,,821376696,Brian Sengson,briansengson,0,"""Great anger""\.\.\. ?  @POTUS is a moron\. https://t\.co/2Rw1Bui6KE",0,0,http://twitter.com/download/iphone,"Atlanta, GA",,,263,551,29642,en,2012-09-13 11:57:24
2017-09-26 12:20:53,912653199487537152,,,797485736782131204,California Girl,FightingMad1,0,"RT @altNOAA: FEMA has so far disbursed \$2\.1M for #PuertoRico relief\. If that sounds like a lot\, consider @POTUS trips to Florida cost \$3M e…",3682,0,http://twitter.com/download/iphone,California USA,,,9274,8068,165728,en,2016-11-12 17:06:31
2017-09-26 12:20:53,912653198774751233,,25073877,20940505,RJ Grund,rjgrund,0,@realDonaldTrump @POTUS please end government subsidies to the @NFL They take taxpayer \$ while disrespecting #America #hypocrisy #stand 🇺🇸,0,0,http://twitter.com/download/iphone,,,Eastern Time (US & Canada),1178,1922,5327,en,2009-02-15 21:49:44
2017-09-26 12:20:53,912653196597891077,912492939347185664,2381386813,21217814,Suzan Roll,suz123nj,0,@maxwelltani CC @POTUS https://t\.co/SBhL59s3V9,0,0,http://twitter.com/#!/download/ipad,New Jeresy/Florida,,Quito,383,580,10045,und,2009-02-18 17:31:10
2017-09-26 12:20:52,912653192768475136,,,4390331,Fed up in Illinois,mickivoss,0,RT @tribelaw: Looks like it clearly covers @POTUS and he appears to have violated or at least attempted to violate 18 USC sec 227(a)(2) on…,9509,0,http://twitter.com,"woodlawn,il",,Central Time (US & Canada),4601,4669,49469,en,2007-04-12 18:39:54
2017-09-26 12:20:52,912653192491495424,,,305607948,Brent Pederson,Bpederson1956,0,"RT @altNOAA: FEMA has so far disbursed \$2\.1M for #PuertoRico relief\. If that sounds like a lot\, consider @POTUS trips to Florida cost \$3M e…",3682,0,http://twitter.com/#!/download/ipad,,,,9,21,615,en,2011-05-26 14:15:43
